seq,timestamp_ns,msg_type,stock_locate,tracking_number,stock,order_ref,new_order_ref,side,shares,price,match_number,printable,attribution
470,34200047000000,A,3,0,NVDA,315,,S,300,1201200,,,
471,34200047100000,A,6,0,SPY,398,,B,100,4999600,,,
472,34200047200000,E,1,0,,33,,,100,,89,,
473,34200047300000,E,4,0,,276,,,100,,90,,
474,34200047400000,E,2,0,,66,,,100,,91,,
475,34200047500000,X,3,0,,219,,,235,,,,
476,34200047600000,D,6,0,,166,,,,,,,
477,34200047700000,E,6,0,,366,,,100,,92,,
478,34200047800000,E,4,0,,420,,,400,,93,,
479,34200047900000,A,4,0,TSLA,468,,B,100,2499500,,,
480,34200048000000,A,4,0,TSLA,476,,S,100,2501400,,,
481,34200048100000,E,1,0,,169,,,100,,94,,
482,34200048200000,D,5,0,,309,,,,,,,
483,34200048300000,A,3,0,NVDA,323,,B,100,1198800,,,
484,34200048400000,D,2,0,,58,,,,,,,
485,34200048500000,E,4,0,,460,,,100,,95,,
486,34200048600000,E,6,0,,294,,,100,,96,,
487,34200048700000,A,6,0,SPY,406,,S,100,5000800,,,
488,34200048800000,E,4,0,,212,,,100,,97,,
489,34200048900000,D,4,0,,284,,,,,,,
490,34200049000000,A,4,0,TSLA,484,,S,100,2500100,,,
491,34200049100000,A,3,0,NVDA,331,,S,800,1200700,,,
492,34200049200000,C,5,0,,269,,,100,1750800,98,Y,
493,34200049300000,D,5,0,,301,,,,,,,
494,34200049400000,A,5,0,AMZN,317,,B,200,1749300,,,
495,34200049500000,D,5,0,,229,,,,,,,
496,34200049600000,A,7,0,GME,335,,B,100,247900,,,
497,34200049700000,D,7,0,,335,,,,,,,
498,34200049800000,A,5,0,AMZN,325,,S,21,1750600,,,
499,34200049900000,D,3,0,,331,,,,,,,
500,34200050000000,A,3,0,NVDA,339,,S,1400,1200500,,,
501,34200050100000,U,4,0,,204,492,,100,2500100,,,
502,34200050200000,A,5,0,AMZN,333,,S,200,1750200,,,
503,34200050300000,D,2,0,,42,,,,,,,
504,34200050400000,D,5,0,,317,,,,,,,
505,34200050500000,E,7,0,,271,,,200,,99,,
506,34200050600000,E,4,0,,468,,,100,,100,,
507,34200050700000,A,1,0,AAPL,209,,B,100,1498900,,,
508,34200050800000,A,3,0,NVDA,347,,S,100,1201200,,,
509,34200050900000,A,6,0,SPY,414,,S,100,5000500,,,
510,34200051000000,A,4,0,TSLA,500,,S,500,2500100,,,
511,34200051100000,A,7,0,GME,343,,B,100,249100,,,
512,34200051200000,A,8,0,F,160,,S,100,120700,,,
513,34200051300000,A,4,0,TSLA,508,,B,100,2499500,,,
514,34200051400000,A,7,0,GME,351,,B,500,249100,,,
515,34200051500000,E,3,0,,267,,,100,,101,,
516,34200051600000,D,3,0,,315,,,,,,,
517,34200051700000,E,4,0,,492,,,100,,102,,
518,34200051800000,D,2,0,,106,,,,,,,
519,34200051900000,F,4,0,TSLA,516,,S,100,2502500,,,NSDQ
520,34200052000000,D,5,0,,277,,,,,,,
521,34200052100000,A,5,0,AMZN,341,,S,300,1750400,,,
522,34200052200000,E,4,0,,484,,,100,,103,,
523,34200052300000,A,6,0,SPY,422,,B,100,4998200,,,
524,34200052400000,A,7,0,GME,359,,B,100,249300,,,
525,34200052500000,X,4,0,,316,,,2,,,,
526,34200052600000,A,4,0,TSLA,524,,S,1100,2500600,,,
527,34200052700000,A,2,0,MSFT,162,,B,1300,3799500,,,
528,34200052800000,E,4,0,,500,,,400,,104,,
529,34200052900000,E,3,0,,339,,,1400,,105,,
530,34200053000000,E,2,0,,162,,,1300,,106,,
531,34200053100000,F,6,0,SPY,430,,S,100,5000400,,,NSDQ
532,34200053200000,D,4,0,,316,,,,,,,
533,34200053300000,E,1,0,,65,,,100,,107,,
534,34200053400000,A,3,0,NVDA,355,,S,1600,1200900,,,
535,34200053500000,A,1,0,AAPL,217,,B,100,1499800,,,
536,34200053600000,A,5,0,AMZN,349,,S,1300,1751700,,,
537,34200053700000,A,5,0,AMZN,357,,B,1300,1749600,,,
538,34200053800000,D,4,0,,444,,,,,,,
539,34200053900000,A,2,0,MSFT,170,,B,100,3799600,,,
540,34200054000000,U,4,0,,372,532,,100,2497900,,,
541,34200054100000,E,8,0,,104,,,100,,108,,
542,34200054200000,D,3,0,,307,,,,,,,
543,34200054300000,E,1,0,,185,,,100,,109,,
544,34200054400000,A,6,0,SPY,438,,S,100,5000400,,,
545,34200054500000,A,6,0,SPY,446,,S,200,5000300,,,
546,34200054600000,D,4,0,,348,,,,,,,
547,34200054700000,E,1,0,,145,,,400,,110,,
548,34200054800000,D,3,0,,195,,,,,,,
549,34200054900000,U,7,0,,31,367,,500,246900,,,
550,34200055000000,A,1,0,AAPL,225,,S,100,1500400,,,
551,34200055100000,A,3,0,NVDA,363,,B,500,1199800,,,
552,34200055200000,X,5,0,,293,,,39,,,,
553,34200055300000,A,5,0,AMZN,365,,B,300,1748900,,,
554,34200055400000,E,5,0,,357,,,700,,111,,
555,34200055500000,E,5,0,,357,,,600,,112,,
556,34200055600000,D,7,0,,295,,,,,,,
557,34200055700000,X,5,0,,325,,,4,,,,
558,34200055800000,A,3,0,NVDA,371,,S,100,1200700,,,
559,34200055900000,A,8,0,F,168,,B,300,119700,,,
560,34200056000000,A,5,0,AMZN,373,,S,100,1750200,,,
561,34200056100000,A,5,0,AMZN,381,,S,100,1750200,,,
562,34200056200000,D,3,0,,323,,,,,,,
563,34200056300000,D,5,0,,253,,,,,,,
564,34200056400000,E,5,0,,261,,,37,,113,,
565,34200056500000,C,5,0,,365,,,300,1748700,114,Y,
566,34200056600000,E,7,0,,359,,,100,,115,,
567,34200056700000,F,8,0,F,176,,B,100,119700,,,CDRG
568,34200056800000,A,7,0,GME,375,,S,200,250100,,,
569,34200056900000,A,3,0,NVDA,379,,S,200,1202300,,,
570,34200057000000,D,4,0,,524,,,,,,,
571,34200057100000,E,4,0,,508,,,100,,116,,
572,34200057200000,D,3,0,,299,,,,,,,
573,34200057300000,A,6,0,SPY,454,,S,100,5000300,,,
574,34200057400000,E,6,0,,286,,,100,,117,,
575,34200057500000,A,6,0,SPY,462,,B,200,4998600,,,
576,34200057600000,D,3,0,,243,,,,,,,
577,34200057700000,D,7,0,,127,,,,,,,
578,34200057800000,E,4,0,,500,,,100,,118,,
579,34200057900000,A,7,0,GME,383,,S,100,249900,,,
580,34200058000000,A,8,0,F,184,,B,400,119600,,,
581,34200058100000,A,4,0,TSLA,540,,S,100,2500100,,,
582,34200058200000,D,4,0,,388,,,,,,,
583,34200058300000,A,8,0,F,192,,S,1600,120900,,,
584,34200058400000,E,8,0,,168,,,300,,119,,
585,34200058500000,D,6,0,,438,,,,,,,
586,34200058600000,A,6,0,SPY,470,,S,100,5000500,,,
587,34200058700000,X,7,0,,351,,,310,,,,
588,34200058800000,U,5,0,,333,389,,100,1750200,,,
589,34200058900000,A,3,0,NVDA,387,,S,100,1202000,,,
590,34200059000000,A,2,0,MSFT,178,,S,300,3800300,,,
591,34200059100000,D,7,0,,327,,,,,,,
592,34200059200000,A,1,0,AAPL,233,,B,100,1499200,,,
593,34200059300000,E,3,0,,371,,,100,,120,,
594,34200059400000,A,5,0,AMZN,397,,B,100,1748800,,,
595,34200059500000,A,3,0,NVDA,395,,B,100,1199800,,,
596,34200059600000,A,6,0,SPY,478,,S,1300,5001600,,,
597,34200059700000,A,1,0,AAPL,241,,S,7,1500400,,,
598,34200059800000,A,3,0,NVDA,403,,S,100,1202500,,,
599,34200059900000,E,6,0,,454,,,100,,121,,
600,34200060000000,D,7,0,,303,,,,,,,
601,34200060100000,D,6,0,,318,,,,,,,
602,34200060200000,A,3,0,NVDA,411,,B,100,1200000,,,
603,34200060300000,D,2,0,,178,,,,,,,
604,34200060400000,E,7,0,,383,,,100,,122,,
605,34200060500000,X,4,0,,380,,,86,,,,
606,34200060600000,E,7,0,,351,,,100,,123,,
607,34200060700000,A,6,0,SPY,486,,B,400,4999500,,,
608,34200060800000,A,6,0,SPY,494,,B,100,4999600,,,
609,34200060900000,A,3,0,NVDA,419,,S,100,1200700,,,
610,34200061000000,E,7,0,,351,,,90,,124,,
611,34200061100000,D,6,0,,390,,,,,,,
612,34200061200000,E,4,0,,452,,,100,,125,,
613,34200061300000,A,1,0,AAPL,249,,S,100,1500500,,,
614,34200061400000,D,6,0,,478,,,,,,,
615,34200061500000,D,7,0,,367,,,,,,,
616,34200061600000,U,8,0,,128,200,,100,119700,,,
617,34200061700000,A,8,0,F,208,,B,100,119400,,,
618,34200061800000,E,5,0,,397,,,100,,126,,
619,34200061900000,E,8,0,,152,,,78,,127,,
620,34200062000000,D,7,0,,343,,,,,,,
621,34200062100000,D,6,0,,142,,,,,,,
622,34200062200000,A,5,0,AMZN,405,,B,100,1749600,,,
623,34200062300000,E,7,0,,239,,,100,,128,,
624,34200062400000,E,4,0,,540,,,100,,129,,
625,34200062500000,A,7,0,GME,391,,B,500,249600,,,
626,34200062600000,D,5,0,,69,,,,,,,
627,34200062700000,E,7,0,,391,,,200,,130,,
628,34200062800000,A,4,0,TSLA,548,,B,100,2499600,,,
629,34200062900000,A,4,0,TSLA,556,,B,100,2498800,,,
630,34200063000000,A,3,0,NVDA,427,,S,100,1201300,,,
631,34200063100000,D,8,0,,112,,,,,,,
632,34200063200000,E,8,0,,16,,,400,,131,,
633,34200063300000,A,3,0,NVDA,435,,S,100,1202900,,,
634,34200063400000,D,6,0,,270,,,,,,,
635,34200063500000,D,3,0,,419,,,,,,,
636,34200063600000,D,5,0,,389,,,,,,,
637,34200063700000,X,6,0,,430,,,75,,,,
638,34200063800000,A,4,0,TSLA,564,,B,1700,2498900,,,
639,34200063900000,F,3,0,NVDA,443,,S,100,1201200,,,CDRG
640,34200064000000,E,3,0,,411,,,100,,132,,
641,34200064100000,E,2,0,,170,,,100,,133,,
642,34200064200000,A,5,0,AMZN,413,,S,100,1750200,,,
643,34200064300000,E,4,0,,548,,,100,,134,,
644,34200064400000,D,1,0,,217,,,,,,,
645,34200064500000,E,3,0,,363,,,200,,135,,
646,34200064600000,D,6,0,,422,,,,,,,
647,34200064700000,E,4,0,,564,,,600,,136,,
648,34200064800000,D,3,0,,347,,,,,,,
649,34200064900000,D,4,0,,516,,,,,,,
650,34200065000000,D,4,0,,340,,,,,,,
651,34200065100000,F,3,0,NVDA,451,,S,100,1201000,,,ARCA
652,34200065200000,D,7,0,,391,,,,,,,
653,34200065300000,A,7,0,GME,399,,S,100,250200,,,
654,34200065400000,A,8,0,F,216,,S,100,120500,,,
655,34200065500000,A,4,0,TSLA,572,,B,100,2497500,,,
656,34200065600000,A,3,0,NVDA,459,,S,100,1200600,,,
657,34200065700000,A,7,0,GME,407,,S,100,250200,,,
658,34200065800000,A,3,0,NVDA,467,,B,400,1198300,,,
659,34200065900000,D,1,0,,209,,,,,,,
660,34200066000000,D,3,0,,467,,,,,,,
661,34200066100000,D,4,0,,332,,,,,,,
662,34200066200000,E,6,0,,446,,,200,,137,,
663,34200066300000,A,6,0,SPY,502,,B,2,4999600,,,
664,34200066400000,E,7,0,,255,,,100,,138,,
665,34200066500000,D,3,0,,219,,,,,,,
666,34200066600000,A,7,0,GME,415,,B,1600,249600,,,
667,34200066700000,C,6,0,,430,,,25,5000700,139,Y,
668,34200066800000,E,6,0,,182,,,100,,140,,
669,34200066900000,A,3,0,NVDA,475,,B,100,1198100,,,
670,34200067000000,E,4,0,,404,,,87,,141,,
671,34200067100000,E,2,0,,26,,,100,,142,,
672,34200067200000,E,5,0,,405,,,100,,143,,
673,34200067300000,D,7,0,,191,,,,,,,
674,34200067400000,F,4,0,TSLA,580,,B,100,2498100,,,CDRG
675,34200067500000,D,6,0,,262,,,,,,,
676,34200067600000,A,1,0,AAPL,257,,B,100,1498300,,,
677,34200067700000,U,3,0,,443,483,,100,1200600,,,
678,34200067800000,E,4,0,,396,,,100,,144,,
679,34200067900000,A,6,0,SPY,510,,S,1700,5000200,,,
680,34200068000000,A,6,0,SPY,518,,B,400,4999600,,,
681,34200068100000,A,2,0,MSFT,186,,S,500,3800500,,,
682,34200068200000,A,3,0,NVDA,491,,B,500,1199200,,,
683,34200068300000,A,4,0,TSLA,588,,S,100,2500200,,,
684,34200068400000,D,4,0,,556,,,,,,,
685,34200068500000,E,6,0,,502,,,2,,145,,
686,34200068600000,C,5,0,,413,,,100,1750400,146,Y,
687,34200068700000,D,2,0,,154,,,,,,,
688,34200068800000,A,8,0,F,224,,B,200,118300,,,
689,34200068900000,A,7,0,GME,423,,S,200,252400,,,
690,34200069000000,U,6,0,,470,526,,100,5001900,,,
691,34200069100000,A,4,0,TSLA,596,,S,100,2500200,,,
692,34200069200000,A,6,0,SPY,534,,S,100,5000200,,,
693,34200069300000,A,4,0,TSLA,604,,B,100,2498700,,,
694,34200069400000,F,6,0,SPY,542,,B,100,4997300,,,EDGX
695,34200069500000,A,4,0,TSLA,612,,B,100,2498700,,,
696,34200069600000,D,4,0,,580,,,,,,,
697,34200069700000,A,6,0,SPY,550,,B,100,4999400,,,
698,34200069800000,A,2,0,MSFT,194,,B,100,3797500,,,
699,34200069900000,A,6,0,SPY,558,,S,100,5001000,,,
700,34200070000000,E,6,0,,510,,,900,,147,,
701,34200070100000,D,5,0,,29,,,,,,,
702,34200070200000,D,4,0,,604,,,,,,,
703,34200070300000,D,6,0,,534,,,,,,,
704,34200070400000,F,3,0,NVDA,499,,S,100,1200600,,,CDRG
705,34200070500000,A,4,0,TSLA,620,,S,100,2500300,,,
706,34200070600000,A,3,0,NVDA,507,,B,100,1200000,,,
707,34200070700000,D,4,0,,324,,,,,,,
708,34200070800000,A,5,0,AMZN,421,,B,300,1748200,,,
709,34200070900000,E,3,0,,507,,,100,,148,,
710,34200071000000,F,5,0,AMZN,429,,S,100,1750100,,,NSDQ
711,34200071100000,A,3,0,NVDA,515,,S,100,1200600,,,
712,34200071200000,D,4,0,,436,,,,,,,
713,34200071300000,E,7,0,,279,,,100,,149,,
714,34200071400000,E,7,0,,375,,,200,,150,,
715,34200071500000,A,4,0,TSLA,628,,S,100,2501200,,,
716,34200071600000,E,4,0,,564,,,600,,151,,
717,34200071700000,A,7,0,GME,431,,S,300,249700,,,
718,34200071800000,A,3,0,NVDA,523,,S,100,1201300,,,
719,34200071900000,D,5,0,,349,,,,,,,
720,34200072000000,X,1,0,,17,,,696,,,,
721,34200072100000,D,7,0,,55,,,,,,,
722,34200072200000,A,7,0,GME,439,,B,500,248900,,,
723,34200072300000,F,4,0,TSLA,636,,B,100,2499500,,,EDGX
724,34200072400000,A,4,0,TSLA,644,,B,100,2499600,,,
725,34200072500000,A,4,0,TSLA,652,,B,300,2499500,,,
726,34200072600000,D,3,0,,395,,,,,,,
727,34200072700000,A,1,0,AAPL,265,,B,300,1499700,,,
728,34200072800000,U,5,0,,381,437,,100,1751200,,,
729,34200072900000,A,6,0,SPY,566,,S,100,5001600,,,
730,34200073000000,E,3,0,,459,,,100,,152,,
731,34200073100000,A,3,0,NVDA,531,,S,100,1200600,,,
732,34200073200000,D,1,0,,9,,,,,,,
733,34200073300000,E,5,0,,285,,,200,,153,,
734,34200073400000,A,7,0,GME,447,,S,1100,249900,,,
735,34200073500000,A,8,0,F,232,,B,200,119400,,,
736,34200073600000,D,5,0,,293,,,,,,,
737,34200073700000,D,3,0,,451,,,,,,,
738,34200073800000,E,7,0,,415,,,1600,,154,,
739,34200073900000,E,8,0,,176,,,100,,155,,
740,34200074000000,D,2,0,,82,,,,,,,
741,34200074100000,D,1,0,,249,,,,,,,
742,34200074200000,A,4,0,TSLA,660,,S,87,2501200,,,
743,34200074300000,D,4,0,,612,,,,,,,
744,34200074400000,D,4,0,,596,,,,,,,
745,34200074500000,F,2,0,MSFT,202,,B,100,3799600,,,NSDQ
746,34200074600000,D,3,0,,483,,,,,,,
747,34200074700000,D,4,0,,564,,,,,,,
748,34200074800000,A,7,0,GME,455,,B,400,247900,,,
749,34200074900000,E,7,0,,439,,,200,,156,,
750,34200075000000,A,3,0,NVDA,539,,B,100,1198300,,,
751,34200075100000,E,4,0,,588,,,100,,157,,
752,34200075200000,D,3,0,,515,,,,,,,
753,34200075300000,A,8,0,F,240,,S,100,120300,,,
754,34200075400000,A,4,0,TSLA,668,,S,400,2500300,,,
755,34200075500000,D,4,0,,572,,,,,,,
756,34200075600000,A,4,0,TSLA,676,,B,300,2499700,,,
757,34200075700000,D,8,0,,120,,,,,,,
758,34200075800000,D,6,0,,414,,,,,,,
759,34200075900000,A,5,0,AMZN,445,,B,300,1749500,,,
760,34200076000000,F,6,0,SPY,574,,S,500,5001300,,,IEXG
761,34200076100000,A,6,0,SPY,582,,B,100,4999600,,,
762,34200076200000,E,6,0,,518,,,200,,158,,
763,34200076300000,D,4,0,,636,,,,,,,
764,34200076400000,A,3,0,NVDA,547,,B,300,1200000,,,
765,34200076500000,U,4,0,,660,684,,400,2500400,,,
766,34200076600000,A,5,0,AMZN,453,,B,100,1747500,,,
767,34200076700000,A,5,0,AMZN,461,,B,100,1749000,,,
768,34200076800000,A,3,0,NVDA,555,,B,100,1198600,,,
769,34200076900000,E,1,0,,185,,,100,,159,,
770,34200077000000,A,8,0,F,248,,S,200,120500,,,
771,34200077100000,E,7,0,,439,,,300,,160,,
772,34200077200000,D,3,0,,491,,,,,,,
773,34200077300000,A,4,0,TSLA,692,,S,100,2500300,,,
774,34200077400000,F,4,0,TSLA,700,,S,300,2500500,,,BATS
775,34200077500000,A,8,0,F,256,,B,300,119300,,,
776,34200077600000,E,4,0,,620,,,100,,161,,
777,34200077700000,E,3,0,,547,,,300,,162,,
778,34200077800000,D,3,0,,355,,,,,,,
779,34200077900000,X,4,0,,396,,,200,,,,
780,34200078000000,A,4,0,TSLA,708,,B,100,2499400,,,
781,34200078100000,A,2,0,MSFT,210,,S,2,3800200,,,
782,34200078200000,E,6,0,,518,,,100,,163,,
783,34200078300000,C,6,0,,518,,,100,4999300,164,Y,
784,34200078400000,C,1,0,,241,,,7,1500700,165,Y,
785,34200078500000,E,4,0,,676,,,300,,166,,
786,34200078600000,X,3,0,,531,,,85,,,,
787,34200078700000,E,3,0,,363,,,300,,167,,
788,34200078800000,A,5,0,AMZN,469,,S,100,1750100,,,
789,34200078900000,A,6,0,SPY,590,,B,79,4998300,,,
790,34200079000000,A,5,0,AMZN,477,,S,100,1750700,,,
791,34200079100000,E,6,0,,510,,,800,,168,,
792,34200079200000,E,6,0,,582,,,100,,169,,
793,34200079300000,D,7,0,,407,,,,,,,
794,34200079400000,E,4,0,,668,,,100,,170,,
795,34200079500000,E,1,0,,265,,,200,,171,,
796,34200079600000,E,4,0,,668,,,300,,172,,
797,34200079700000,A,7,0,GME,463,,B,100,249000,,,
798,34200079800000,D,3,0,,531,,,,,,,
799,34200079900000,E,6,0,,182,,,400,,173,,
800,34200080000000,A,3,0,NVDA,563,,S,500,1200700,,,
801,34200080100000,D,1,0,,17,,,,,,,
802,34200080200000,U,4,0,,692,716,,100,2500300,,,
803,34200080300000,E,4,0,,644,,,100,,174,,
804,34200080400000,A,6,0,SPY,598,,S,100,5000500,,,
805,34200080500000,D,2,0,,186,,,,,,,
806,34200080600000,A,2,0,MSFT,218,,B,500,3799700,,,
807,34200080700000,X,5,0,,445,,,78,,,,
808,34200080800000,D,4,0,,396,,,,,,,
809,34200080900000,D,7,0,,431,,,,,,,
810,34200081000000,A,4,0,TSLA,724,,B,100,2499600,,,
811,34200081100000,D,8,0,,192,,,,,,,
812,34200081200000,D,6,0,,462,,,,,,,
813,34200081300000,D,3,0,,499,,,,,,,
814,34200081400000,D,6,0,,174,,,,,,,
815,34200081500000,F,5,0,AMZN,485,,S,100,1750600,,,IEXG
816,34200081600000,A,4,0,TSLA,732,,B,100,2497500,,,
817,34200081700000,A,6,0,SPY,606,,B,78,4999500,,,
818,34200081800000,F,7,0,GME,471,,B,400,248900,,,EDGX
819,34200081900000,D,8,0,,40,,,,,,,
820,34200082000000,A,2,0,MSFT,226,,S,100,3800300,,,
821,34200082100000,C,3,0,,563,,,300,1200900,175,Y,
822,34200082200000,U,3,0,,539,571,,100,1199200,,,
823,34200082300000,E,4,0,,724,,,100,,176,,
824,34200082400000,X,3,0,,555,,,36,,,,
825,34200082500000,A,6,0,SPY,614,,B,400,4999600,,,
826,34200082600000,A,5,0,AMZN,493,,S,100,1751200,,,
827,34200082700000,D,1,0,,153,,,,,,,
828,34200082800000,A,7,0,GME,479,,B,100,249300,,,
829,34200082900000,A,3,0,NVDA,579,,B,100,1199900,,,
830,34200083000000,A,7,0,GME,487,,S,100,250100,,,
831,34200083100000,A,7,0,GME,495,,B,100,249000,,,
832,34200083200000,D,5,0,,421,,,,,,,
833,34200083300000,C,3,0,,579,,,100,1199700,177,N,
834,34200083400000,D,6,0,,126,,,,,,,
835,34200083500000,D,7,0,,263,,,,,,,
836,34200083600000,D,8,0,,160,,,,,,,
837,34200083700000,F,3,0,NVDA,587,,S,100,1200600,,,NSDQ
838,34200083800000,A,7,0,GME,503,,B,300,247300,,,
839,34200083900000,E,2,0,,218,,,200,,178,,
840,34200084000000,A,7,0,GME,511,,B,200,247000,,,
841,34200084100000,F,1,0,AAPL,273,,B,100,1499300,,,EDGX
842,34200084200000,A,2,0,MSFT,234,,S,100,3801100,,,
843,34200084300000,E,3,0,,571,,,100,,179,,
844,34200084400000,E,5,0,,445,,,100,,180,,
845,34200084500000,A,4,0,TSLA,740,,B,95,2499700,,,
846,34200084600000,E,6,0,,614,,,300,,181,,
847,34200084700000,D,3,0,,523,,,,,,,
848,34200084800000,E,7,0,,479,,,100,,182,,
849,34200084900000,D,5,0,,493,,,,,,,
850,34200085000000,E,4,0,,740,,,95,,183,,
851,34200085100000,E,6,0,,214,,,200,,184,,
852,34200085200000,A,3,0,NVDA,595,,B,100,1199900,,,
853,34200085300000,A,5,0,AMZN,501,,B,300,1748000,,,
854,34200085400000,E,4,0,,652,,,300,,185,,
855,34200085500000,A,3,0,NVDA,603,,S,100,1202500,,,
856,34200085600000,E,5,0,,445,,,100,,186,,
857,34200085700000,A,2,0,MSFT,242,,S,100,3802300,,,
858,34200085800000,A,7,0,GME,519,,B,100,249300,,,
859,34200085900000,A,4,0,TSLA,748,,S,200,2500500,,,
860,34200086000000,A,3,0,NVDA,611,,S,100,1201700,,,
861,34200086100000,C,5,0,,429,,,100,1750200,187,Y,
862,34200086200000,X,8,0,,56,,,330,,,,
863,34200086300000,D,5,0,,445,,,,,,,
864,34200086400000,U,7,0,,463,527,,200,249200,,,
865,34200086500000,A,4,0,TSLA,756,,B,68,2499200,,,
866,34200086600000,E,4,0,,716,,,100,,188,,
867,34200086700000,X,6,0,,606,,,52,,,,
868,34200086800000,X,4,0,,756,,,47,,,,
869,34200086900000,F,2,0,MSFT,250,,B,100,3799600,,,EDGX
870,34200087000000,E,8,0,,200,,,100,,189,,
871,34200087100000,E,1,0,,265,,,100,,190,,
872,34200087200000,A,6,0,SPY,622,,B,100,4999200,,,
873,34200087300000,X,6,0,,398,,,14,,,,
874,34200087400000,A,4,0,TSLA,764,,S,100,2500300,,,
875,34200087500000,F,1,0,AAPL,281,,S,300,1500600,,,IEXG
876,34200087600000,D,3,0,,403,,,,,,,
877,34200087700000,F,4,0,TSLA,772,,B,100,2499700,,,BATS
878,34200087800000,E,5,0,,461,,,100,,191,,
879,34200087900000,D,5,0,,453,,,,,,,
880,34200088000000,D,6,0,,526,,,,,,,
881,34200088100000,F,6,0,SPY,630,,S,100,5002400,,,EDGX
882,34200088200000,E,7,0,,519,,,100,,192,,
883,34200088300000,X,8,0,,208,,,57,,,,
884,34200088400000,E,7,0,,447,,,500,,193,,
885,34200088500000,X,3,0,,283,,,275,,,,
886,34200088600000,D,4,0,,700,,,,,,,
887,34200088700000,D,5,0,,501,,,,,,,
888,34200088800000,A,1,0,AAPL,289,,S,100,1500500,,,
889,34200088900000,C,1,0,,177,,,400,1499400,194,Y,
890,34200089000000,D,1,0,,161,,,,,,,
891,34200089100000,C,7,0,,527,,,200,249000,195,Y,
892,34200089200000,E,5,0,,469,,,100,,196,,
893,34200089300000,A,3,0,NVDA,619,,B,100,1199300,,,
894,34200089400000,D,5,0,,165,,,,,,,
895,34200089500000,A,6,0,SPY,638,,B,100,4999100,,,
896,34200089600000,F,4,0,TSLA,780,,S,100,2500300,,,NSDQ
897,34200089700000,E,2,0,,218,,,100,,197,,
898,34200089800000,A,6,0,SPY,646,,B,500,4998800,,,
899,34200089900000,A,5,0,AMZN,509,,B,100,1749300,,,
900,34200090000000,E,5,0,,509,,,100,,198,,
901,34200090100000,D,7,0,,319,,,,,,,
902,34200090200000,A,5,0,AMZN,517,,B,200,1749500,,,
903,34200090300000,A,7,0,GME,535,,B,1900,248100,,,
904,34200090400000,E,3,0,,587,,,100,,199,,
905,34200090500000,A,6,0,SPY,654,,S,300,5000400,,,
906,34200090600000,E,1,0,,225,,,100,,200,,
907,34200090700000,F,3,0,NVDA,627,,B,200,1199900,,,EDGX
908,34200090800000,D,4,0,,708,,,,,,,
909,34200090900000,A,4,0,TSLA,788,,S,66,2500500,,,
910,34200091000000,D,6,0,,326,,,,,,,
911,34200091100000,F,3,0,NVDA,635,,S,100,1202800,,,BATS
912,34200091200000,F,3,0,NVDA,643,,B,81,1198600,,,EDGX
913,34200091300000,A,1,0,AAPL,297,,B,36,1499000,,,
914,34200091400000,E,1,0,,97,,,1100,,201,,
915,34200091500000,C,7,0,,447,,,600,250200,202,Y,
916,34200091600000,D,4,0,,684,,,,,,,
917,34200091700000,C,7,0,,495,,,100,248700,203,N,
918,34200091800000,E,3,0,,563,,,100,,204,,
919,34200091900000,A,4,0,TSLA,796,,S,400,2500300,,,
920,34200092000000,E,8,0,,240,,,100,,205,,
921,34200092100000,A,4,0,TSLA,804,,S,100,2500200,,,
922,34200092200000,A,1,0,AAPL,305,,S,100,1500500,,,
923,34200092300000,F,5,0,AMZN,525,,B,100,1749500,,,ARCA
924,34200092400000,D,5,0,,213,,,,,,,
925,34200092500000,A,6,0,SPY,662,,S,100,5000700,,,
926,34200092600000,D,3,0,,619,,,,,,,
927,34200092700000,D,4,0,,796,,,,,,,
928,34200092800000,C,8,0,,184,,,400,119400,206,Y,
929,34200092900000,A,8,0,F,264,,B,200,119400,,,
930,34200093000000,A,1,0,AAPL,313,,S,100,1501400,,,
931,34200093100000,A,1,0,AAPL,321,,B,100,1498000,,,
932,34200093200000,E,6,0,,614,,,100,,207,,
933,34200093300000,E,7,0,,471,,,400,,208,,
934,34200093400000,A,5,0,AMZN,533,,B,100,1748400,,,
935,34200093500000,D,4,0,,380,,,,,,,
936,34200093600000,E,4,0,,772,,,100,,209,,
937,34200093700000,U,7,0,,511,543,,500,247200,,,
938,34200093800000,D,4,0,,764,,,,,,,
939,34200093900000,A,6,0,SPY,670,,B,100,4999600,,,
940,34200094000000,C,3,0,,595,,,100,1199700,210,Y,
941,34200094100000,D,4,0,,532,,,,,,,
942,34200094200000,A,3,0,NVDA,651,,S,100,1200700,,,
943,34200094300000,E,3,0,,627,,,200,,211,,
944,34200094400000,F,3,0,NVDA,659,,S,200,1200500,,,ARCA
945,34200094500000,U,4,0,,780,812,,100,2500500,,,
946,34200094600000,A,5,0,AMZN,541,,S,100,1750100,,,
947,34200094700000,E,3,0,,659,,,200,,212,,
948,34200094800000,D,4,0,,476,,,,,,,
949,34200094900000,E,6,0,,654,,,100,,213,,
950,34200095000000,X,3,0,,555,,,23,,,,
951,34200095100000,D,5,0,,517,,,,,,,
952,34200095200000,E,5,0,,541,,,100,,214,,
953,34200095300000,A,4,0,TSLA,820,,B,1600,2498500,,,
954,34200095400000,E,5,0,,373,,,100,,215,,
955,34200095500000,D,5,0,,525,,,,,,,
956,34200095600000,E,5,0,,285,,,1200,,216,,
